eval_id,osm_unique_name,travel_dir,state,sld_aadt,test_aadt,data_source,SLD_withheld,urban_rural,n_directions
AZ00196,28328510: 1,Both,AZ,109742,115067,TMAS_FHWA,1,rural,2
AZ00198,28329171: 1,Both,AZ,65848,65266,TMAS_FHWA,1,urban,2
AZ00200,119371532: 2,Both,AZ,45578,48132,TMAS_NREL,1,rural,2
AZ00202,170935670: 1,Both,AZ,6336,6270,TMAS_FHWA,1,rural,2
AZ00204,158725726: 4,Both,AZ,36812,35963,TMAS_FHWA,1,urban,2
AZ00208,105459000: 4,Both,AZ,8598,12170,TMAS_FHWA,1,rural,2
AZ00214,16845506: 2,Both,AZ,1273,1629,TMAS_FHWA,1,rural,2
AZ00216,571500958: 38,Both,AZ,2458,1853,TMAS_FHWA,1,rural,2
AZ00218,118035001: 1,Both,AZ,29149,33588,TMAS_FHWA,1,rural,2
AZ00220,119006903: 2,Both,AZ,5406,7824,TMAS_FHWA,1,rural,2
AZ00222,16942419: 39,Both,AZ,3911,5362,TMAS_FHWA,1,rural,2
AZ00224,106737403: 1,Both,AZ,1394,1415,TMAS_FHWA,1,rural,2
AZ00226,59141278: 41,Both,AZ,1564,1083,TMAS_FHWA,1,rural,2
DE01643,40661579: 7,Both,DE,22985,18977,TMAS_FHWA,1,urban,2
DE01644,329572745: 1,NB,DE,9786,9716,TMAS_NREL,1,rural,1
IL00001,58895320: 8,Both,IL,19216,15831,TMAS_FHWA,1,urban,2
IL00003,119962456: 2,Both,IL,7654,6826,TMAS_FHWA,1,rural,2
IL00007,48527595: 3,Both,IL,4167,2798,TMAS_FHWA,1,urban,2
IL00013,83871920: 1,Both,IL,14023,13676,TMAS_FHWA,1,rural,2
IL00015,111702151: 8,Both,IL,19912,19164,TMAS_FHWA,1,urban,2
IL00019,21753724: 2,Both,IL,2743,2640,TMAS_FHWA,1,rural,2
IL00021,293895853: 1,Both,IL,32172,25962,TMAS_FHWA,1,urban,2
IL00123_&_IL00220,NA,NB,IL,42685,36442,IL_Tolls,0,urban,1
IL00124_&_IL00221,NA,SB,IL,39441,32779,IL_Tolls,0,urban,1
IL00125_&_IL00125,NA,SB,IL,9822,7605,IL_Tolls,0,urban,1
IL00126_&_IL00126,NA,NB,IL,11877,9624,IL_Tolls,0,urban,1
IL00127_&_IL00127,NA,NB,IL,4872,3356,IL_Tolls,0,urban,1
IL00128_&_IL00128,NA,SB,IL,5155,3239,IL_Tolls,0,urban,1
IL00129_&_IL00129,NA,WB,IL,2357,1553,IL_Tolls,0,urban,1
IL00131_&_IL00131,NA,EB,IL,5336,3670,IL_Tolls,0,urban,1
IL00132_&_IL00132,NA,WB,IL,5187,3526,IL_Tolls,0,urban,1
IL00133_&_IL00133,NA,WB,IL,10402,7989,IL_Tolls,0,urban,1
IL00134_&_IL00134,NA,EB,IL,9061,7611,IL_Tolls,0,urban,1
IL00135_&_IL00135,NA,EB,IL,5080,4420,IL_Tolls,0,urban,1
IL00136_&_IL00136,NA,WB,IL,9868,8741,IL_Tolls,0,urban,1
IL00137_&_IL00137,NA,SB,IL,9907,7878,IL_Tolls,0,urban,1
IL00138_&_IL00138,NA,NB,IL,18068,6999,IL_Tolls,0,urban,1
IL00139_&_IL00139,NA,EB,IL,3420,2082,IL_Tolls,0,urban,1
IL00140_&_IL00140,NA,WB,IL,9151,2664,IL_Tolls,0,urban,1
IL00141_&_IL00141,NA,SB,IL,8289,5713,IL_Tolls,0,urban,1
IL00142_&_IL00142,NA,NB,IL,13127,5574,IL_Tolls,0,urban,1
IL00143_&_IL00143,NA,SB,IL,11100,8193,IL_Tolls,0,urban,1
IL00144_&_IL00144,NA,NB,IL,11558,8478,IL_Tolls,0,urban,1
IL00145_&_IL00145,NA,SB,IL,10624,7331,IL_Tolls,0,urban,1
IL00146_&_IL00146,NA,NB,IL,10336,7709,IL_Tolls,0,urban,1
IL00147_&_IL00147,NA,SB,IL,8907,6567,IL_Tolls,0,urban,1
IL00148_&_IL00148,NA,NB,IL,8309,5982,IL_Tolls,0,urban,1
IL00149_&_IL00149,NA,EB,IL,6362,4777,IL_Tolls,0,urban,1
IL00150_&_IL00150,NA,WB,IL,6181,4447,IL_Tolls,0,urban,1
IL00151_&_IL00151,NA,EB,IL,4397,3765,IL_Tolls,0,urban,1
IL00152_&_IL00152,NA,WB,IL,4433,3473,IL_Tolls,0,urban,1
IL00154_&_IL00154,NA,WB,IL,11199,8788,IL_Tolls,0,urban,1
IL00155_&_IL00155,NA,SB,IL,11917,8456,IL_Tolls,0,urban,1
IL00156_&_IL00156,NA,NB,IL,11011,8768,IL_Tolls,0,urban,1
IL00157_&_IL00157,NA,SB,IL,10919,8213,IL_Tolls,0,urban,1
IL00158_&_IL00158,NA,NB,IL,9183,7830,IL_Tolls,0,urban,1
IL00159_&_IL00159,NA,SB,IL,31754,8580,IL_Tolls,0,urban,1
IL00160_&_IL00160,NA,SB,IL,8814,7812,IL_Tolls,0,urban,1
IL00161_&_IL00161,NA,NB,IL,10272,8704,IL_Tolls,0,urban,1
IL00162_&_IL00162,NA,WB,IL,13799,14430,IL_Tolls,0,urban,1
IL00163_&_IL00163,NA,WB,IL,10126,12220,IL_Tolls,0,urban,1
IL00164_&_IL00164,NA,SB,IL,16824,11067,IL_Tolls,0,urban,1
IL00166_&_IL00166,NA,WB,IL,4727,3636,IL_Tolls,0,urban,1
IL00167_&_IL00167,NA,SB,IL,14976,13780,IL_Tolls,0,urban,1
IL00168_&_IL00168,NA,NB,IL,14863,13570,IL_Tolls,0,urban,1
IL00169_&_IL00169,NA,SB,IL,38758,28248,IL_Tolls,0,urban,1
IL00170_&_IL00170,NA,EB,IL,8650,7716,IL_Tolls,0,urban,1
IL00171_&_IL00171,NA,NB,IL,11960,9063,IL_Tolls,0,urban,1
IL00172_&_IL00172,NA,EB,IL,7009,6093,IL_Tolls,0,rural,1
IL00174_&_IL00245,NA,NB,IL,71953,61972,IL_Tolls,0,urban,1
IL00175_&_IL00257,NA,WB,IL,109578,92155,IL_Tolls,0,urban,1
IL00176_&_IL00247,NA,NB,IL,67313,55377,IL_Tolls,0,urban,1
IL00178_&_IL00269,NA,WB,IL,109240,86963,IL_Tolls,0,urban,1
IL00179_&_IL00232,NA,EB,IL,85747,67316,IL_Tolls,0,urban,1
IL00180_&_IL00226,NA,SB,IL,117299,87148,IL_Tolls,0,urban,1
IL00181_&_IL00231,NA,SB,IL,133439,106433,IL_Tolls,0,urban,1
IL00182_&_IL00237_&_IL00238_&_IL00239,NA,Both,IL,49884,42519,IL_Tolls,0,urban,2
IL00184_&_IL00259,NA,EB,IL,10313,7617,IL_Tolls,0,rural,1
IL00185_&_IL00262,NA,EB,IL,11695,8995,IL_Tolls,0,rural,1
IL00186_&_IL00250,NA,WB,IL,29550,27799,IL_Tolls,0,rural,1
IL00188_&_IL00233,NA,NB,IL,121548,97418,IL_Tolls,0,urban,1
IL00189_&_IL00225,NA,NB,IL,109464,83120,IL_Tolls,0,urban,1
IL00190_&_IL00252,NA,WB,IL,28117,23856,IL_Tolls,0,urban,1
IL00191_&_IL00253,NA,EB,IL,30753,26405,IL_Tolls,0,rural,1
IL00192_&_IL00255,NA,WB,IL,60814,52213,IL_Tolls,0,urban,1
IL00193_&_IL00268,NA,EB,IL,99552,84723,IL_Tolls,0,urban,1
IL00196_&_IL00196,NA,WB,IL,7691,5259,IL_Tolls,0,urban,1
IL00199_&_IL00199,NA,NB,IL,16905,16256,IL_Tolls,0,urban,1
IL00200_&_IL00200,NA,WB,IL,4635,4631,IL_Tolls,0,rural,1
IL00201_&_IL00201,NA,EB,IL,4617,4456,IL_Tolls,0,rural,1
IL00205_&_IL00205,NA,EB,IL,4053,3006,IL_Tolls,0,rural,1
IL00206_&_IL00206,NA,SB,IL,5752,3781,IL_Tolls,0,urban,1
IL00207_&_IL00207,NA,NB,IL,4516,3477,IL_Tolls,0,urban,1
IL00208_&_IL00208,NA,SB,IL,7127,5647,IL_Tolls,0,urban,1
IL00209_&_IL00209,NA,NB,IL,7233,5603,IL_Tolls,0,urban,1
IL00210_&_IL00210,NA,SB,IL,8259,6611,IL_Tolls,0,rural,1
IL00211_&_IL00211,NA,NB,IL,8337,6676,IL_Tolls,0,rural,1
IL00212_&_IL00241,NA,NB,IL,34619,30341,IL_Tolls,0,urban,1
IL00215_&_IL00215,NA,EB,IL,8075,5619,IL_Tolls,0,urban,1
IL00216_&_IL00216,NA,EB,IL,8373,7596,IL_Tolls,0,urban,1
IL00217_&_IL00217,NA,EB,IL,6747,5698,IL_Tolls,0,urban,1
IL00218_&_IL00218,NA,WB,IL,5299,4435,IL_Tolls,0,urban,1
IL00219_&_IL00266,NA,EB,IL,51516,42697,IL_Tolls,0,urban,1
IL00240_&_IL00242,NA,SB,IL,36500,29802,IL_Tolls,0,rural,1
IL00243_&_IL00244,NA,SB,IL,60631,63584,IL_Tolls,0,urban,1
IL00246_&_IL00248,NA,SB,IL,67959,55968,IL_Tolls,0,urban,1
IL00249_&_IL00251,NA,EB,IL,29375,28222,IL_Tolls,0,rural,1
IL00254_&_IL00256,NA,EB,IL,59052,51894,IL_Tolls,0,urban,1
IL00258_&_IL00260,NA,WB,IL,9757,7837,IL_Tolls,0,rural,1
IL00261_&_IL00263,NA,WB,IL,11796,9251,IL_Tolls,0,rural,1
IL00265_&_IL00267,NA,WB,IL,49383,41778,IL_Tolls,0,urban,1
IL00270_&_IL00270,NA,NB,IL,20279,12150,IL_Tolls,0,urban,1
IL00271_&_IL00271,NA,EB,IL,2733,1724,IL_Tolls,0,urban,1
MD00002,93791469: 5,Both,MD,6578,7089,TMAS_FHWA,0,rural,2
MD00005,95860613: 3,Both,MD,10948,12432,TMAS_FHWA,0,rural,2
MD00008,11551684: 8,Both,MD,3481,3103,TMAS_FHWA,0,rural,2
MD00012,430375748: 9,Both,MD,31596,33729,TMAS_FHWA,0,urban,2
MD00014,137930336: 2,Both,MD,42322,44704,TMAS_FHWA,0,rural,2
MD00015,363406552: 2,Both,MD,45353,40614,TMAS_FHWA,0,urban,2
MD00022,109829786: 1,Both,MD,40247,39354,TMAS_FHWA,0,urban,2
MD00037,140703501: 1,Both,MD,95575,90353,TMAS_FHWA,0,rural,2
MD00040,64376095: 1,Both,MD,63948,61943,TMAS_FHWA,0,rural,2
MD00043,131947781: 14,Both,MD,25346,24337,TMAS_FHWA,0,rural,2
MD00047,132895578: 3,Both,MD,22755,33307,TMAS_NREL,0,rural,2
MD00049,17709768: 5,Both,MD,16256,20733,TMAS_FHWA,0,rural,2
MD00053,51543252: 1,Both,MD,213806,212734,TMAS_FHWA,0,urban,2
MD00057,146910374: 12,Both,MD,23642,28546,TMAS_FHWA,0,rural,2
MD00061,76699913: 1,Both,MD,173847,175492,TMAS_FHWA,0,urban,2
MD00066,120478457: 4,Both,MD,104342,81827,TMAS_FHWA,0,urban,2
MD00067,30680279: 1,Both,MD,11588,8681,TMAS_NREL,0,rural,2
MD00070,24513715: 2,Both,MD,50711,49169,TMAS_FHWA,0,urban,2
MD00077,50523170: 2,Both,MD,97511,102027,TMAS_FHWA,0,urban,2
MD00088,10889165: 1,Both,MD,100342,103764,TMAS_FHWA,0,urban,2
MD00092,546856907: 1,Both,MD,135076,139296,TMAS_FHWA,0,urban,2
MD00098,17710122: 7,Both,MD,5301,5390,TMAS_FHWA,0,rural,2
MD00102,17627844: 2,Both,MD,6983,7468,TMAS_FHWA,0,urban,2
MD00107,45773090: 6,Both,MD,8801,7212,TMAS_FHWA,0,rural,2
MD00109,492442112: 1,NB,MD,23222,23138,MD_Tolls,0,rural,1
MD00110,492432804: 1,SB,MD,24988,24338,MD_Tolls,0,rural,1
MD00112,441802060: 1,SB,MD,60058,72621,MD_Tolls,0,rural,1
MD00113,118711711: 1,NB,MD,23728,20588,MD_Tolls,0,rural,1
MD00114,492441295: 1,SB,MD,22033,19569,MD_Tolls,0,rural,1
MD00115,50276142: 1,NB,MD,14018,14144,MD_Tolls,0,rural,1
MD00116,314120779: 1,SB,MD,8693,9317,MD_Tolls,0,rural,1
MD00117,492430537: 1,NB,MD,47474,42297,MD_Tolls,0,rural,1
MD00118,120478404: 1,EB,MD,37906,37804,MD_Tolls,0,rural,1
NC00001,470058403: 1,EB,NC,10883,8096,NC_Tolls,0,urban,1
NC00002,470058411: 1,EB,NC,10819,8001,NC_Tolls,0,urban,1
NC00003,651632031: 1,EB,NC,10188,8235,NC_Tolls,0,rural,1
NC00004,470056297: 1,EB,NC,10149,7620,NC_Tolls,0,rural,1
NC00005,653501673: 1,EB,NC,8962,6523,NC_Tolls,0,urban,1
NC00006,470051963: 1,EB,NC,7239,5419,NC_Tolls,0,rural,1
NC00007,470039909: 1,EB,NC,5868,4534,NC_Tolls,0,urban,1
NC00008,470060532: 1,WB,NC,10257,8132,NC_Tolls,0,urban,1
NC00009,470058395: 1,WB,NC,10170,8086,NC_Tolls,0,urban,1
NC00010,651632033: 1,WB,NC,9914,7603,NC_Tolls,0,rural,1
NC00011,470056255: 1,WB,NC,9817,7345,NC_Tolls,0,rural,1
NC00012,653501672: 1,WB,NC,9087,6754,NC_Tolls,0,rural,1
NC00013,470051957: 1,WB,NC,7660,5679,NC_Tolls,0,rural,1
NC00014,470039935: 1,WB,NC,6086,4728,NC_Tolls,0,urban,1
NC00015,140433258: 1,SB,NC,11339,9145,NC_Tolls,0,rural,1
NC00016,455879952: 2,SB,NC,12404,10304,NC_Tolls,0,urban,1
NC00017,32356413: 1,SB,NC,18896,18184,NC_Tolls,0,urban,1
NC00018,32356405: 1,SB,NC,25229,23054,NC_Tolls,0,rural,1
NC00019,174044473: 1,SB,NC,20351,17996,NC_Tolls,0,urban,1
NC00020,372095874: 1,SB,NC,19312,17862,NC_Tolls,0,urban,1
NC00021,198794442: 1,SB,NC,18684,14660,NC_Tolls,0,urban,1
NC00022,198857396: 1,SB,NC,19096,15263,NC_Tolls,0,rural,1
NC00023,198858353: 2,SB,NC,10976,9466,NC_Tolls,0,rural,1
NC00024,198784757: 2,SB,NC,10726,8629,NC_Tolls,0,rural,1
NC00025,140433261: 2,NB,NC,11621,12819,NC_Tolls,0,rural,1
NC00026,533683190: 1,NB,NC,11066,9981,NC_Tolls,0,urban,1
NC00027,625569289: 1,NB,NC,19229,18426,NC_Tolls,0,urban,1
NC00028,331012700: 1,NB,NC,24816,23454,NC_Tolls,0,rural,1
NC00029,154080285: 2,NB,NC,20337,17381,NC_Tolls,0,urban,1
NC00030,174044463: 1,NB,NC,19143,17424,NC_Tolls,0,urban,1
NC00031,198794447: 1,NB,NC,20137,14935,NC_Tolls,0,urban,1
NC00032,198784748: 1,NB,NC,18732,15984,NC_Tolls,0,rural,1
NC00033,198784762: 1,NB,NC,12392,9886,NC_Tolls,0,rural,1
NC00034,386240925: 1,NB,NC,11012,8850,NC_Tolls,0,rural,1
NC00035,316426861: 2,Both,NC,3295,5195,TMAS_FHWA,0,rural,2
NC00037,16424662: 15,Both,NC,3258,4028,TMAS_FHWA,0,rural,2
NC00044,139934800: 1,Both,NC,17632,21143,TMAS_FHWA,0,rural,2
NC00045,16563911: 10,Both,NC,15838,13725,TMAS_FHWA,0,rural,2
NC00047,16563597: 16,Both,NC,2489,2303,TMAS_FHWA,0,urban,2
NC00050,120885482: 1,SB,NC,66024,70139,TMAS_NREL,0,rural,1
NC00054,628600755: 2,Both,NC,40891,40798,TMAS_FHWA,0,urban,2
NC00057,255678287: 40,Both,NC,5260,5185,TMAS_FHWA,0,rural,2
ND00321,9828893: 3,SB,ND,1349,1310,TMAS_FHWA,0,rural,1
ND00322,499194277: 2,Both,ND,1341,1248,TMAS_FHWA,0,rural,2
ND00326,88760999: 3,NB,ND,5762,6166,TMAS_FHWA,0,rural,1
ND00328,42330151: 1,EB,ND,50869,37421,TMAS_FHWA,0,urban,1
ND00333,9789835: 1,Both,ND,3281,3454,TMAS_FHWA,0,rural,2
ND00335,38358989: 15,Both,ND,9116,8391,TMAS_FHWA,0,rural,2
ND00337,178429717: 41,EB,ND,539,459,TMAS_FHWA,0,rural,1
ND00341,9809669: 9,Both,ND,2446,2448,TMAS_FHWA,0,rural,2
ND00344,245881838: 50,SB,ND,423,438,TMAS_FHWA,0,rural,1
ND00347,84084572: 1,Both,ND,1574,1227,TMAS_NREL,0,rural,2
ND00349,88832645: 3,NB,ND,984,1584,TMAS_FHWA,0,rural,1
ND00351,9807093: 27,NB,ND,300,226,TMAS_FHWA,0,rural,1
ND00353,160446925: 63,Both,ND,1244,1600,TMAS_FHWA,0,rural,2
ND00355,9663209: 2,NB,ND,639,440,TMAS_FHWA,0,rural,1
ND00358,9750653: 11,WB,ND,1271,1421,TMAS_FHWA,0,rural,1
ND00359,90764298: 4,Both,ND,1330,860,TMAS_FHWA,0,rural,2
ND00361,9817845: 1,EB,ND,1005,1149,TMAS_FHWA,0,rural,1
ND00363,9637958: 1,Both,ND,582,356,TMAS_FHWA,0,rural,2
ND00367,9683532: 5,EB,ND,194,182,TMAS_FHWA,0,rural,1
ND00371,9827827: 25,Both,ND,5955,4653,TMAS_FHWA,0,rural,2
ND00375,450688678: 53,Both,ND,5463,5173,TMAS_FHWA,0,rural,2
ND00377,9786740: 3,EB,ND,528,329,TMAS_FHWA,0,rural,1
ND00381,9664156: 4,EB,ND,266,984,TMAS_FHWA,0,rural,1
ND00386,444225460: 10,SB,ND,3279,2764,TMAS_FHWA,0,rural,1
ND00387,9740247: 17,Both,ND,4043,4641,TMAS_FHWA,0,rural,2
ND00390,9829034: 13,WB,ND,1103,1184,TMAS_FHWA,0,rural,1
ND00393,43607909: 7,Both,ND,22339,23982,TMAS_FHWA,0,urban,2
ND00395,9636173: 3,Both,ND,7099,6640,TMAS_FHWA,0,urban,2
ND00397,122767481: 1,Both,ND,17242,18175,TMAS_FHWA,0,urban,2
ND00401,9826798: 19,Both,ND,2384,2574,TMAS_FHWA,0,urban,2
OH00145,19006504: 8,Both,OH,1734,2170,TMAS_FHWA,1,rural,2
OH00147,19090805: 14,Both,OH,6414,6515,TMAS_FHWA,1,rural,2
OH00149,18963835: 17,Both,OH,3655,3880,TMAS_FHWA,1,rural,2
OH00151,21357134: 1,Both,OH,67159,71650,TMAS_FHWA,1,urban,2
OH00153,460573321: 19,Both,OH,9779,8822,TMAS_FHWA,1,rural,2
OH00155,19098935: 3,Both,OH,661,951,TMAS_FHWA,1,urban,2
OH00158,460747232: 1,Both,OH,43513,45857,TMAS_FHWA,1,urban,2
OH00159,489650937: 4,Both,OH,8972,9039,TMAS_FHWA,1,rural,2
OH00162,121243790: 1,Both,OH,96820,72153,TMAS_FHWA,1,urban,2
OH00163,122082503: 1,Both,OH,112355,111313,TMAS_FHWA,1,urban,2
OH00165,448644333: 2,Both,OH,33565,28884,TMAS_FHWA,1,urban,2
OH00167,19088039: 1,Both,OH,11360,10031,TMAS_FHWA,1,rural,2
OH00169,89701764: 2,Both,OH,52575,53048,TMAS_FHWA,1,rural,2
OH00171,297300907: 1,NB,OH,56280,52133,TMAS_FHWA,1,urban,1
OH00174,514781822: 1,Both,OH,51370,53706,TMAS_FHWA,1,rural,2
OH00175,40877369: 1,Both,OH,33451,31885,TMAS_FHWA,1,rural,2
OH00178,33648437: 1,Both,OH,37324,37985,TMAS_FHWA,1,urban,2
OH00180,37285522: 2,Both,OH,41063,37458,TMAS_FHWA,1,urban,2
OH00182,622247928: 1,Both,OH,55709,60687,TMAS_FHWA,1,urban,2
OH00185,463758152: 2,Both,OH,14127,16860,TMAS_FHWA,1,urban,2
OH00188,532655635: 2,Both,OH,85445,78442,TMAS_FHWA,1,urban,2
OH00189,304633200: 4,Both,OH,91598,84843,TMAS_FHWA,1,urban,2
TMAS001,519489030: 1_519489034: 1,SE,AL,2843,2500,TMAS_FHWA,1,rural,1
TMAS002,544432401: 25,Both,AL,10369,9855,TMAS_FHWA,1,rural,2
TMAS004,473167942: 3,Both,AL,15719,15400,TMAS_FHWA,1,rural,2
TMAS006,38869703: 1_9413225: 1,Both,AL,23019,30293,TMAS_FHWA,1,rural,2
TMAS008,51979721: 1_7951349: 1,Both,AL,6324,6336,TMAS_FHWA,1,rural,2
TMAS010,124068694: 1_83510537: 1,Both,AL,79099,69535,TMAS_FHWA,1,rural,2
TMAS012,83223815: 1_83223834: 1,Both,AL,55966,71601,TMAS_NREL,1,urban,2
TMAS014,83510514: 1_83510518: 1,Both,AL,66216,64578,TMAS_NREL,1,urban,2
TMAS016,426659457: 1_78518855: 1,Both,AL,117555,140716,TMAS_NREL,1,urban,2
TMAS018,399717915: 12,Both,AL,17526,13464,TMAS_FHWA,1,urban,2
TMAS020,119855282: 2_465661459: 1,Both,AL,93220,106847,TMAS_FHWA,1,rural,2
TMAS024,7931358: 6,Both,AL,3170,2844,TMAS_FHWA,1,rural,2
TMAS028,108053211: 1_162803256: 3,Both,AL,24608,27494,TMAS_FHWA,1,rural,2
TMAS030,130773488: 1_256799747: 1,Both,AL,89862,88800,TMAS_FHWA,1,urban,2
TMAS032,118807803: 1_145079361: 1,Both,AL,98216,84423,TMAS_FHWA,1,urban,2
TMAS034,129303719: 5_304610057: 1,Both,AL,20182,16623,TMAS_FHWA,1,rural,2
TMAS036,446912889: 1_52118957: 1,Both,AL,27393,28210,TMAS_FHWA,1,rural,2
TMAS038,442468393: 1_562517745: 13,Both,AL,16929,15655,TMAS_FHWA,1,rural,2
TMAS040,137554181: 21_7722216: 6,Both,AL,24305,20030,TMAS_FHWA,1,rural,2
TMAS042,236638843: 1_236798950: 3,NE,AL,14770,13097,TMAS_FHWA,1,rural,1
TMAS043,456493570: 4,Both,AL,3289,3726,TMAS_FHWA,1,rural,2
TMAS045,162926390: 3_236638846: 2,Both,AL,20051,19379,TMAS_FHWA,1,rural,2
TMAS047,469786672: 1_52541381: 1,Both,AR,6508,7948,TMAS_NREL,1,rural,2
TMAS051,106130284: 3_108191356: 1,Both,AR,31628,28491,TMAS_FHWA,1,rural,2
TMAS053,281649806: 9,Both,AR,1697,1707,TMAS_NREL,1,rural,2
TMAS055,12955972: 2,Both,AR,5175,4023,TMAS_FHWA,1,rural,2
TMAS059,157013369: 3_157014000: 2,Both,CA,11770,12590,TMAS_FHWA,1,rural,2
TMAS061,10631712: 5_32896468: 2,Both,CA,38396,32190,TMAS_FHWA,1,urban,2
TMAS063,32843559: 1_32843943: 1,Both,CA,33545,28670,TMAS_FHWA,1,rural,2
TMAS068,118835840: 1_268822647: 1,Both,CA,55027,43753,TMAS_FHWA,1,rural,2
TMAS070,117808977: 5_117809164: 5,Both,CA,50266,28891,TMAS_FHWA,1,rural,2
TMAS072,158632095: 2_158976669: 2,Both,CA,37271,42180,TMAS_FHWA,1,rural,2
TMAS074,41501711: 1,Both,CA,8250,7835,TMAS_FHWA,1,rural,2
TMAS076,24322833: 2_249697169: 1,Both,CA,91753,81058,TMAS_FHWA,1,urban,2
TMAS078,48754610: 5_48768736: 2,Both,CA,56272,56101,TMAS_FHWA,1,urban,2
TMAS080,101434903: 3_61692593: 4,Both,CA,112321,110483,TMAS_FHWA,1,rural,2
TMAS084,164979445: 2_83673753: 3,Both,CA,16091,14817,TMAS_NREL,1,rural,2
TMAS086,489166882: 1,Both,CA,3389,3722,TMAS_FHWA,1,rural,2
TMAS088,159113779: 1_159113780: 1_159113782: 1,SE,CA,96087,102347,TMAS_FHWA,1,urban,1
TMAS089,159201215: 1_196600289: 1,NE,CA,60457,67406,TMAS_FHWA,1,rural,1
TMAS090,49245440: 2_562102948: 1,Both,CO,63461,71011,TMAS_FHWA,1,urban,2
TMAS092,84662362: 1_87917794: 1,Both,CO,11084,10412,TMAS_FHWA,1,rural,2
TMAS094,222239081: 10_652349012: 2,Both,CO,12373,19103,TMAS_FHWA,1,rural,2
TMAS096,309598531: 1,Both,CO,5540,5768,TMAS_FHWA,1,rural,2
TMAS098,329062414: 1,Both,CO,6482,8040,TMAS_FHWA,1,rural,2
TMAS100,293376946: 2,Both,CO,16211,13514,TMAS_FHWA,1,rural,2
TMAS102,307806433: 1,Both,CO,2570,3462,TMAS_FHWA,1,rural,2
TMAS106,328270265: 1,Both,CO,7976,13773,TMAS_FHWA,1,rural,2
TMAS108,116674776: 6,Both,CO,4964,4829,TMAS_FHWA,1,rural,2
TMAS110,24851316: 1_24873387: 1,Both,CO,123254,121557,TMAS_FHWA,1,urban,2
TMAS112,229844292: 2_39076256: 2,Both,CO,127856,131309,TMAS_FHWA,1,urban,2
TMAS114,301006767: 3_95471457: 2,Both,CO,28416,22647,TMAS_FHWA,1,urban,2
